video_id,channel_id,platform,publish_date,publish_hour,duration_seconds,video_type,total_views,first_7d_views,first_30d_views,watch_time_minutes,watch_time_7d,watch_time_30d,likes,comments,shares,dislikes,ad_impressions,engagement_rate,estimated_cpm,avg_view_duration_seconds,avg_percentage_viewed
vid_1129306,channel_7184,YouTube,2025-12-28,17,28,Short,15919,15705.0,15912.0,7516.96,7432.0,7515.0,162.0,1.0,1.0,53.0,0.0,1.03,0.09,28.33,101.19
vid_1130866,channel_7184,YouTube,2025-12-28,19,31,Short,996,888.0,991.0,509.92,445.0,507.0,11.0,0.0,0.0,4.0,0.0,1.1,0.07,30.72,99.09
vid_1131717,channel_7184,YouTube,2025-12-28,13,28,Short,15870,15419.0,15864.0,7435.46,7238.0,7433.0,181.0,0.0,6.0,67.0,0.0,1.18,0.05,28.11,100.4
vid_1130669,channel_5774,YouTube,2025-12-29,6,19,Short,86,56.0,67.0,26.14,14.0,20.0,1.0,0.0,0.0,0.0,0.0,1.16,0.0,18.24,95.99
vid_1132274,channel_5774,YouTube,2025-12-28,11,21,Short,2109,2048.0,2078.0,642.62,618.0,630.0,20.0,0.0,0.0,3.0,0.0,0.95,0.02,18.28,87.06
vid_1121550,channel_4501,YouTube,2025-12-29,1,16,Short,484,484.0,484.0,169.37,169.0,169.0,26.0,0.0,2.0,0.0,0.0,5.79,0.27,21.0,131.23
vid_1128629,channel_4501,YouTube,2025-12-28,20,16,Short,2,1.0,2.0,0.66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,123.75
vid_1129902,channel_4501,YouTube,2025-12-28,15,16,Short,7,6.0,6.0,1.46,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.51,78.21
vid_1127131,channel_4645,YouTube,2025-12-28,20,19,Short,322,319.0,322.0,75.78,75.0,76.0,3.0,0.0,0.0,0.0,0.0,0.93,0.16,14.12,74.32
vid_1127356,channel_4645,YouTube,2025-12-29,1,16,Short,1287,1285.0,1287.0,341.68,341.0,342.0,40.0,0.0,1.0,1.0,0.0,3.19,0.11,15.93,99.56
vid_1131365,channel_4645,YouTube,2025-12-28,15,16,Short,74,72.0,74.0,19.45,19.0,19.0,2.0,0.0,0.0,1.0,0.0,2.7,0.14,15.77,98.56
vid_1121526,channel_5047,YouTube,2025-12-28,13,17,Short,1144,1138.0,1144.0,410.7,407.0,411.0,9.0,0.0,0.0,4.0,0.0,0.79,0.19,21.54,126.71
vid_1128891,channel_5047,YouTube,2025-12-28,17,23,Short,1337,1331.0,1336.0,490.1,488.0,490.0,8.0,1.0,0.0,3.0,0.0,0.67,0.18,21.99,95.63
vid_1129274,channel_5047,YouTube,2025-12-28,11,16,Short,2782,2774.0,2782.0,857.78,848.0,858.0,14.0,0.0,0.0,5.0,0.0,0.5,0.12,18.5,115.62
vid_1131174,channel_5047,YouTube,2025-12-28,9,17,Short,6163,6136.0,6158.0,2083.71,2077.0,2083.0,62.0,0.0,2.0,21.0,0.0,1.04,0.06,20.29,119.33
vid_1132053,channel_5047,YouTube,2025-12-28,15,23,Short,1146,1140.0,1146.0,464.97,462.0,465.0,10.0,0.0,0.0,6.0,0.0,0.87,0.15,24.34,105.84
vid_1121484,channel_4796,YouTube,2025-12-28,17,19,Short,15684,15332.0,15681.0,5239.39,5134.0,5239.0,334.0,0.0,2.0,17.0,0.0,2.14,0.18,20.04,105.49
vid_1121737,channel_4796,YouTube,2025-12-28,21,15,Short,1051,1045.0,1050.0,250.22,249.0,250.0,28.0,3.0,0.0,2.0,0.0,2.95,0.19,14.28,95.23
vid_1121767,channel_4796,YouTube,2025-12-28,15,31,Short,2084,2063.0,2080.0,931.12,925.0,930.0,80.0,0.0,1.0,3.0,0.0,3.89,0.23,26.81,86.48
vid_1132106,channel_4796,YouTube,2025-12-29,1,37,Short,1571,1559.0,1571.0,576.25,572.0,576.0,71.0,0.0,0.0,1.0,0.0,4.52,0.18,22.01,59.48
vid_1130540,channel_4796,YouTube,2025-12-28,19,45,Short,872,865.0,872.0,423.14,420.0,423.0,13.0,0.0,0.0,2.0,0.0,1.49,0.18,29.12,64.7
vid_1131111,channel_10353,YouTube,2025-12-28,12,1352,Production,1059,994.0,1045.0,4898.56,4655.0,4865.0,17.0,3.0,7.0,2.0,1469.0,2.55,3.6,277.54,20.53
vid_1121307,channel_9403,YouTube,2025-12-27,10,58,Short,11568,11207.0,11557.0,8576.07,8360.0,8572.0,141.0,0.0,5.0,64.0,0.0,1.26,0.04,44.48,76.69
vid_1129933,channel_9403,YouTube,2025-12-27,12,42,Short,12405,12035.0,12391.0,7158.25,6934.0,7152.0,212.0,0.0,1.0,76.0,0.0,1.72,0.03,34.62,82.44
vid_1126844,channel_9403,YouTube,2025-12-28,8,29,Short,4065,3698.0,4044.0,1895.49,1726.0,1888.0,51.0,0.0,0.0,19.0,0.0,1.25,0.02,27.98,96.47
vid_1132199,channel_9403,YouTube,2025-12-27,16,40,Short,11949,11537.0,11934.0,6186.68,6031.0,6181.0,188.0,1.0,3.0,64.0,0.0,1.61,0.03,31.07,77.66
vid_1122003,channel_8629,YouTube,2025-12-27,20,10,Short,18172,18058.0,18097.0,4399.0,4376.0,4384.0,115.0,1.0,2.0,40.0,0.0,0.65,0.09,14.52,145.25
vid_1127411,channel_8629,YouTube,2025-12-27,20,12,Short,15417,15407.0,15415.0,4028.9,4027.0,4029.0,119.0,1.0,3.0,40.0,0.0,0.8,0.09,15.68,130.66
vid_1127010,channel_8629,YouTube,2025-12-27,20,9,Short,2419,2415.0,2418.0,550.69,550.0,551.0,21.0,0.0,1.0,8.0,0.0,0.91,0.07,13.66,151.77
vid_1128618,channel_8909,YouTube,2025-12-27,11,10,Short,36,32.0,35.0,8.07,7.0,8.0,1.0,0.0,0.0,0.0,0.0,2.78,0.0,13.45,134.5
vid_1129856,channel_8909,YouTube,2025-12-27,14,16,Short,352,350.0,351.0,79.7,79.0,79.0,5.0,0.0,0.0,3.0,0.0,1.42,0.06,13.59,84.91
vid_1127383,channel_8909,YouTube,2025-12-28,8,20,Short,684,682.0,682.0,181.94,181.0,181.0,2.0,0.0,0.0,1.0,0.0,0.29,0.23,15.96,79.8
vid_1122365,channel_6013,YouTube,2025-12-27,14,18,Short,802,778.0,797.0,235.25,228.0,234.0,12.0,0.0,0.0,9.0,0.0,1.5,0.02,17.6,97.78
vid_1127573,channel_6013,YouTube,2025-12-27,12,17,Short,7529,7454.0,7507.0,2341.65,2314.0,2334.0,62.0,1.0,2.0,23.0,0.0,0.86,0.05,18.66,109.77
vid_1130060,channel_6013,YouTube,2025-12-28,8,29,Short,559,526.0,554.0,206.58,195.0,205.0,8.0,0.0,0.0,2.0,0.0,1.43,0.02,22.17,76.46
vid_1130966,channel_6013,YouTube,2025-12-27,10,24,Short,6813,6703.0,6746.0,2862.87,2825.0,2844.0,77.0,0.0,3.0,18.0,0.0,1.17,0.06,25.21,105.05
vid_1121492,channel_7184,YouTube,2025-12-27,13,41,Short,15288,15130.0,15283.0,9123.38,9028.0,9120.0,143.0,0.0,4.0,78.0,0.0,0.96,0.06,35.81,87.33
vid_1122327,channel_7184,YouTube,2025-12-27,19,17,Short,79255,54156.0,75502.0,28151.57,19500.0,26889.0,666.0,0.0,17.0,270.0,0.0,0.86,0.06,21.31,125.37
vid_1128194,channel_7184,YouTube,2025-12-27,17,16,Short,778,669.0,773.0,299.41,255.0,298.0,7.0,0.0,0.0,6.0,0.0,0.9,0.05,23.09,144.32
vid_1129147,channel_7184,YouTube,2025-12-27,15,30,Short,46616,37141.0,43942.0,24357.87,19480.0,23046.0,471.0,0.0,16.0,151.0,0.0,1.04,0.13,31.35,104.5
vid_1121902,channel_5774,YouTube,2025-12-28,7,20,Short,5315,5261.0,5280.0,1923.11,1902.0,1909.0,36.0,0.0,2.0,18.0,0.0,0.71,0.05,21.71,108.55
vid_1127197,channel_5774,YouTube,2025-12-27,12,19,Short,162,109.0,128.0,52.21,38.0,44.0,2.0,0.0,0.0,0.0,0.0,1.23,0.0,19.34,101.77
vid_1131410,channel_4501,YouTube,2025-12-27,20,16,Short,391,391.0,391.0,101.87,102.0,102.0,20.0,0.0,0.0,0.0,0.0,5.12,0.15,15.63,97.7
vid_1131766,channel_4501,YouTube,2025-12-27,15,16,Short,336,336.0,336.0,82.87,83.0,83.0,7.0,0.0,0.0,1.0,0.0,2.08,0.18,14.8,92.49
vid_1127504,channel_4501,YouTube,2025-12-28,1,22,Short,312,312.0,312.0,129.82,130.0,130.0,10.0,0.0,0.0,1.0,0.0,3.21,0.19,24.97,113.48
vid_1127795,channel_4645,YouTube,2025-12-28,1,14,Short,3350,3336.0,3348.0,895.5,888.0,895.0,20.0,1.0,0.0,3.0,0.0,0.63,0.1,16.04,114.56
vid_1128474,channel_4645,YouTube,2025-12-27,20,20,Short,362,356.0,362.0,183.62,180.0,184.0,5.0,0.0,0.0,1.0,0.0,1.38,0.19,30.43,152.17
vid_1129977,channel_4645,YouTube,2025-12-27,15,15,Short,1734,1722.0,1732.0,375.24,371.0,375.0,22.0,0.0,0.0,1.0,0.0,1.27,0.14,12.98,86.56
vid_1121529,channel_5047,YouTube,2025-12-27,17,17,Short,13949,13877.0,13928.0,5002.2,4977.0,4994.0,70.0,1.0,0.0,27.0,0.0,0.51,0.12,21.52,126.57
vid_1121955,channel_5047,YouTube,2025-12-27,13,18,Short,6325,6285.0,6304.0,2115.35,2099.0,2108.0,51.0,1.0,0.0,8.0,0.0,0.82,0.09,20.07,111.48
vid_1127264,channel_5047,YouTube,2025-12-27,11,21,Short,176453,48181.0,173939.0,63268.16,18394.0,62402.0,1311.0,1.0,9.0,205.0,0.0,0.75,0.04,21.51,102.44
vid_1127227,channel_5047,YouTube,2025-12-27,15,17,Short,2640,2632.0,2639.0,912.06,909.0,912.0,27.0,0.0,1.0,6.0,0.0,1.06,0.11,20.73,121.93
vid_1130760,channel_4796,YouTube,2025-12-27,19,33,Short,1198,1190.0,1198.0,481.52,477.0,482.0,25.0,0.0,0.0,4.0,0.0,2.09,0.23,24.12,73.08
vid_1130956,channel_4796,YouTube,2025-12-27,17,9,Short,1493,1481.0,1489.0,331.98,330.0,331.0,19.0,1.0,0.0,1.0,0.0,1.34,0.22,13.34,148.24
vid_1131891,channel_4796,YouTube,2025-12-27,21,28,Short,353,346.0,353.0,101.51,98.0,102.0,12.0,0.0,0.0,0.0,0.0,3.4,0.2,17.25,61.62
vid_1127360,channel_4796,YouTube,2025-12-27,15,37,Short,523,512.0,523.0,204.05,198.0,204.0,13.0,0.0,1.0,2.0,0.0,2.68,0.38,23.41,63.27
vid_1131108,channel_4796,YouTube,2025-12-28,1,31,Short,1053,1033.0,1051.0,417.7,411.0,417.0,32.0,0.0,0.0,4.0,0.0,3.04,0.22,23.8,76.78
vid_1122224,channel_10353,YouTube,2025-12-27,12,1613,Production,5689,4308.0,5533.0,45415.32,36016.0,44125.0,53.0,4.0,5.0,1.0,8765.0,1.09,3.8,478.98,29.69
vid_1130123,channel_8416,YouTube,2025-12-26,19,260,Production,141992,23405.0,114643.0,326781.56,55027.0,271603.0,29.0,0.0,2.0,2.0,3393.0,0.02,0.07,138.08,53.11
vid_1129171,channel_8416,YouTube,2025-12-26,18,53,Short,19920,3980.0,18900.0,8418.32,2113.0,8130.0,75.0,0.0,7.0,19.0,0.0,0.41,0.01,25.36,47.84
vid_1127995,channel_9403,YouTube,2025-12-27,8,22,Short,16692,16344.0,16679.0,6929.33,6741.0,6926.0,149.0,0.0,3.0,72.0,0.0,0.91,0.03,24.91,113.22
vid_1129219,channel_8629,YouTube,2025-12-26,20,10,Short,16131,16124.0,16131.0,3610.75,3609.0,3611.0,107.0,1.0,1.0,31.0,0.0,0.68,0.15,13.43,134.3
vid_1131299,channel_8629,YouTube,2025-12-26,20,11,Short,16669,16667.0,16669.0,3838.69,3838.0,3839.0,72.0,0.0,0.0,30.0,0.0,0.43,0.31,13.82,125.61
vid_1131628,channel_8629,YouTube,2025-12-26,20,9,Short,15353,15347.0,15352.0,3450.34,3449.0,3450.0,91.0,0.0,1.0,26.0,0.0,0.6,0.07,13.48,149.82
vid_1131781,channel_8909,YouTube,2025-12-27,8,18,Short,341,339.0,340.0,100.53,100.0,100.0,4.0,0.0,0.0,1.0,0.0,1.17,0.18,17.69,98.27
vid_1129971,channel_6013,YouTube,2025-12-27,8,21,Short,5193,5166.0,5188.0,1661.54,1653.0,1660.0,50.0,2.0,1.0,25.0,0.0,1.02,0.06,19.2,91.42
vid_1121803,channel_7184,YouTube,2025-12-26,19,56,Short,13226,12733.0,13224.0,10414.81,10073.0,10414.0,215.0,1.0,2.0,53.0,0.0,1.65,0.06,47.25,84.37
vid_1130440,channel_7184,YouTube,2025-12-26,17,35,Short,1129,1035.0,1126.0,630.32,579.0,629.0,25.0,1.0,0.0,6.0,0.0,2.3,0.04,33.5,95.71
vid_1126753,channel_5774,YouTube,2025-12-27,9,21,Short,64,36.0,45.0,27.47,16.0,19.0,2.0,0.0,0.0,0.0,0.0,3.13,0.0,25.75,122.63
vid_1129523,channel_4501,YouTube,2025-12-26,20,18,Short,686,685.0,686.0,182.32,182.0,182.0,7.0,0.0,0.0,1.0,0.0,1.02,0.28,15.95,88.59
vid_1131213,channel_4501,YouTube,2025-12-27,1,16,Short,753,752.0,753.0,160.14,160.0,160.0,18.0,0.0,1.0,1.0,0.0,2.52,0.17,12.76,79.75
vid_1130914,channel_4645,YouTube,2025-12-27,1,28,Short,178,175.0,178.0,59.96,59.0,60.0,5.0,0.0,0.0,0.0,0.0,2.81,0.17,20.21,72.18
vid_1127090,channel_4645,YouTube,2025-12-26,20,34,Short,335,331.0,335.0,99.83,98.0,100.0,6.0,0.0,1.0,0.0,0.0,2.09,0.21,17.88,52.59
vid_1127801,channel_5047,YouTube,2025-12-27,9,13,Short,3068,3051.0,3067.0,874.77,867.0,874.0,19.0,1.0,0.0,9.0,0.0,0.65,0.07,17.11,131.6
vid_1131479,channel_5047,YouTube,2025-12-26,17,15,Short,2044,2031.0,2041.0,632.02,627.0,630.0,18.0,3.0,1.0,11.0,0.0,1.08,0.13,18.55,123.68
vid_1127558,channel_4796,YouTube,2025-12-26,21,14,Short,2514,2505.0,2513.0,614.1,612.0,614.0,41.0,1.0,3.0,7.0,0.0,1.79,0.11,14.66,104.69
vid_1129811,channel_4796,YouTube,2025-12-26,17,31,Short,1518,1515.0,1518.0,666.26,665.0,666.0,46.0,0.0,0.0,2.0,0.0,3.03,0.23,26.33,84.95
vid_1132277,channel_4796,YouTube,2025-12-26,19,23,Short,1078,1071.0,1077.0,370.72,368.0,371.0,37.0,0.0,0.0,4.0,0.0,3.43,0.3,20.63,89.71
vid_1130249,channel_4796,YouTube,2025-12-27,1,15,Short,325,321.0,325.0,87.8,87.0,88.0,15.0,0.0,0.0,1.0,0.0,4.62,0.25,16.21,108.06
vid_1128813,channel_9403,YouTube,2025-12-26,12,42,Short,16532,16072.0,16517.0,10535.85,10290.0,10528.0,276.0,0.0,5.0,67.0,0.0,1.7,0.04,38.24,91.04
vid_1131411,channel_9403,YouTube,2025-12-26,10,9,Short,2056,1665.0,2046.0,596.77,487.0,593.0,27.0,0.0,1.0,11.0,0.0,1.36,0.02,17.42,193.51
vid_1131960,channel_9403,YouTube,2025-12-26,16,19,Short,17100,16642.0,17080.0,6320.18,6158.0,6314.0,191.0,0.0,2.0,61.0,0.0,1.13,0.06,22.18,116.72
vid_1128320,channel_8909,YouTube,2025-12-26,11,19,Short,409,405.0,406.0,128.05,127.0,127.0,3.0,0.0,0.0,3.0,0.0,0.73,0.12,18.78,98.87
vid_1132349,channel_8909,YouTube,2025-12-26,14,15,Short,505,502.0,503.0,127.36,127.0,127.0,5.0,0.0,0.0,2.0,0.0,0.99,0.2,15.13,100.88
vid_1130184,channel_6013,YouTube,2025-12-26,10,31,Short,5184,5156.0,5179.0,2153.71,2143.0,2151.0,45.0,0.0,2.0,20.0,0.0,0.91,0.08,24.93,80.41
vid_1129468,channel_6013,YouTube,2025-12-26,12,15,Short,6053,5971.0,6045.0,2117.41,2084.0,2116.0,60.0,0.0,0.0,23.0,0.0,0.99,0.04,20.99,139.92
vid_1129571,channel_6013,YouTube,2025-12-26,14,18,Short,6734,6668.0,6724.0,2083.3,2063.0,2079.0,66.0,0.0,0.0,33.0,0.0,0.98,0.06,18.56,103.12
vid_1131220,channel_7184,YouTube,2025-12-26,13,60,Short,12237,12088.0,12231.0,8152.63,8011.0,8151.0,210.0,1.0,4.0,53.0,0.0,1.76,0.04,39.97,66.62
vid_1127138,channel_7184,YouTube,2025-12-26,15,30,Short,23063,18451.0,22983.0,10465.53,8588.0,10434.0,255.0,0.0,8.0,89.0,0.0,1.14,0.06,27.23,90.76
vid_1131865,channel_5774,YouTube,2025-12-26,10,22,Short,804,487.0,715.0,250.54,139.0,221.0,23.0,1.0,0.0,2.0,0.0,2.99,0.05,18.7,84.99
vid_1132371,channel_5774,YouTube,2025-12-26,14,23,Short,483,438.0,457.0,141.4,127.0,135.0,2.0,2.0,0.0,1.0,0.0,0.83,0.33,17.57,76.37
vid_1131044,channel_4501,YouTube,2025-12-26,15,16,Short,2955,2953.0,2955.0,731.65,731.0,732.0,95.0,1.0,1.0,4.0,0.0,3.28,0.16,14.86,92.85
vid_1131082,channel_4645,YouTube,2025-12-26,15,20,Short,14,11.0,14.0,4.08,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.49,87.43
vid_1121855,channel_5047,YouTube,2025-12-26,13,21,Short,2012,2004.0,2011.0,706.59,704.0,706.0,13.0,1.0,1.0,5.0,0.0,0.75,0.23,21.07,100.34
vid_1121217,channel_5047,YouTube,2025-12-26,11,15,Short,2726,2724.0,2725.0,892.39,891.0,892.0,12.0,0.0,0.0,5.0,0.0,0.44,0.15,19.64,130.94
vid_1128211,channel_5047,YouTube,2025-12-26,9,24,Short,2451,2431.0,2447.0,962.88,955.0,962.0,24.0,0.0,0.0,10.0,0.0,0.98,0.06,23.57,98.21
vid_1131133,channel_5047,YouTube,2025-12-26,15,15,Short,1682,1672.0,1680.0,621.45,618.0,621.0,8.0,0.0,0.0,4.0,0.0,0.48,0.12,22.17,147.79
vid_1122188,channel_4796,YouTube,2025-12-26,15,14,Short,378,373.0,378.0,78.94,78.0,79.0,12.0,0.0,0.0,0.0,0.0,3.17,0.16,12.53,89.5
vid_1129072,channel_10353,YouTube,2025-12-26,12,1329,Production,1064,923.0,1054.0,7366.91,6181.0,7303.0,16.0,2.0,6.0,0.0,1858.0,2.26,4.6,415.43,31.26
vid_1132376,channel_8416,YouTube,2025-12-25,18,53,Short,16582,917.0,15600.0,7037.87,530.0,6722.0,39.0,0.0,1.0,8.0,0.0,0.24,0.01,25.47,48.05
vid_1128073,channel_8416,YouTube,2025-12-25,13,,Live,65817,1420.0,56942.0,1032651.92,8666.0,794207.0,22.0,0.0,2.0,2.0,1639.0,0.04,0.15,941.38,0.0
vid_1127063,channel_9403,YouTube,2025-12-25,16,12,Short,15953,15517.0,15942.0,4524.76,4391.0,4522.0,186.0,0.0,3.0,62.0,0.0,1.18,0.05,17.02,141.82
vid_1128847,channel_9403,YouTube,2025-12-26,8,39,Short,16450,16013.0,16434.0,9837.78,9576.0,9830.0,185.0,1.0,9.0,82.0,0.0,1.19,0.03,35.88,92.01
vid_1128162,channel_8629,YouTube,2025-12-25,20,11,Short,14044,14035.0,14043.0,3740.1,3738.0,3740.0,87.0,0.0,0.0,27.0,0.0,0.62,0.09,15.98,145.26
vid_1130147,channel_8629,YouTube,2025-12-25,20,9,Short,18161,18096.0,18120.0,4382.56,4349.0,4356.0,177.0,2.0,6.0,32.0,0.0,1.02,0.04,14.48,160.88
vid_1131652,channel_8629,YouTube,2025-12-25,20,12,Short,5601,5589.0,5599.0,1546.15,1543.0,1545.0,38.0,0.0,2.0,11.0,0.0,0.71,0.13,16.56,138.02
vid_1121656,channel_8909,YouTube,2025-12-26,8,19,Short,656,646.0,647.0,192.34,190.0,190.0,9.0,0.0,0.0,3.0,0.0,1.37,0.15,17.59,92.59
vid_1121488,channel_10007,YouTube,2025-12-25,13,30,Short,15241,15175.0,15207.0,7176.08,7142.0,7158.0,156.0,1.0,0.0,49.0,0.0,1.03,0.06,28.25,94.17
vid_1121299,channel_6013,YouTube,2025-12-26,8,25,Short,5644,5590.0,5636.0,2377.97,2356.0,2375.0,49.0,0.0,0.0,23.0,0.0,0.87,0.05,25.28,101.12
vid_1128399,channel_6013,YouTube,2025-12-25,14,19,Short,4236,4216.0,4229.0,1388.62,1383.0,1387.0,50.0,0.0,1.0,13.0,0.0,1.2,0.06,19.67,103.52
vid_1121833,channel_7184,YouTube,2025-12-25,19,58,Short,515,411.0,511.0,396.46,319.0,394.0,10.0,0.0,0.0,4.0,0.0,1.94,0.04,46.19,79.64
vid_1126827,channel_7184,YouTube,2025-12-25,15,30,Short,8418,7722.0,8410.0,4186.25,3883.0,4184.0,106.0,0.0,1.0,37.0,0.0,1.27,0.06,29.84,99.46
vid_1130858,channel_7184,YouTube,2025-12-25,17,51,Short,11426,11278.0,11419.0,8565.15,8462.0,8561.0,165.0,0.0,3.0,52.0,0.0,1.47,0.06,44.98,88.19
vid_1129001,channel_5774,YouTube,2025-12-25,18,15,Short,444,412.0,423.0,122.09,110.0,116.0,5.0,0.0,0.0,1.0,0.0,1.13,0.34,16.5,109.99
vid_1127568,channel_4501,YouTube,2025-12-26,1,27,Short,388,387.0,387.0,123.12,123.0,123.0,25.0,0.0,0.0,2.0,0.0,6.44,0.28,19.04,70.52
vid_1127765,channel_4501,YouTube,2025-12-25,15,19,Short,343,343.0,343.0,76.71,77.0,77.0,4.0,0.0,0.0,0.0,0.0,1.17,0.17,13.42,70.62
vid_1130014,channel_4501,YouTube,2025-12-25,20,16,Short,308,307.0,308.0,82.57,82.0,83.0,13.0,0.0,0.0,0.0,0.0,4.22,0.1,16.09,100.53
vid_1121532,channel_4645,YouTube,2025-12-25,20,47,Short,55,53.0,55.0,18.91,19.0,19.0,2.0,0.0,0.0,1.0,0.0,3.64,0.18,20.63,43.89
vid_1122187,channel_4645,YouTube,2025-12-26,1,36,Short,321,317.0,321.0,136.53,134.0,136.0,32.0,0.0,0.0,0.0,0.0,9.97,0.28,25.52,70.89
vid_1130095,channel_4645,YouTube,2025-12-25,15,32,Short,866,863.0,866.0,469.24,468.0,469.0,13.0,0.0,0.0,1.0,0.0,1.5,0.14,32.51,101.6
vid_1127772,channel_5047,YouTube,2025-12-25,19,20,Short,1858,1848.0,1854.0,698.7,694.0,697.0,14.0,0.0,0.0,5.0,0.0,0.75,0.29,22.56,112.81
vid_1131379,channel_5047,YouTube,2025-12-25,17,18,Short,1555,1546.0,1552.0,496.85,489.0,496.0,9.0,0.0,0.0,4.0,0.0,0.58,0.19,19.17,106.51
vid_1127195,channel_5047,YouTube,2025-12-25,15,25,Short,2012,2007.0,2011.0,824.8,824.0,825.0,17.0,0.0,0.0,7.0,0.0,0.84,0.14,24.6,98.39
vid_1127536,channel_4796,YouTube,2025-12-25,19,32,Short,463,444.0,463.0,179.75,171.0,180.0,5.0,0.0,0.0,0.0,0.0,1.08,0.19,23.29,72.79
vid_1128854,channel_4796,YouTube,2025-12-25,15,17,Short,40,33.0,40.0,13.35,11.0,13.0,2.0,1.0,0.0,0.0,0.0,7.5,0.25,20.02,117.79
vid_1127755,channel_4796,YouTube,2025-12-26,1,40,Short,337,332.0,335.0,137.58,135.0,136.0,11.0,0.0,0.0,1.0,0.0,3.26,0.21,24.49,61.24
vid_1130285,channel_4796,YouTube,2025-12-25,21,24,Short,36,32.0,36.0,11.36,10.0,11.0,3.0,0.0,0.0,0.0,0.0,8.33,0.28,18.93,78.89
vid_1131722,channel_4796,YouTube,2025-12-25,17,32,Short,39,34.0,39.0,16.85,15.0,17.0,2.0,0.0,0.0,0.0,0.0,5.13,0.26,25.92,81.01
vid_1128307,channel_9403,YouTube,2025-12-25,8,29,Short,1744,1407.0,1735.0,701.31,588.0,698.0,36.0,0.0,1.0,15.0,0.0,2.12,0.02,24.13,83.2
vid_1127542,channel_9403,YouTube,2025-12-25,12,30,Short,15603,15096.0,15587.0,7082.42,6867.0,7076.0,211.0,2.0,6.0,90.0,0.0,1.4,0.04,27.23,90.78
vid_1127738,channel_9403,YouTube,2025-12-25,10,39,Short,16802,16355.0,16791.0,9509.99,9254.0,9504.0,189.0,0.0,15.0,86.0,0.0,1.21,0.04,33.96,87.08
vid_1130965,channel_8909,YouTube,2025-12-25,8,20,Short,347,346.0,347.0,115.68,115.0,116.0,5.0,0.0,0.0,2.0,0.0,1.44,0.03,20.0,100.01
vid_1132327,channel_10007,YouTube,2025-12-25,9,20,Short,14566,14489.0,14540.0,5385.08,5344.0,5365.0,144.0,0.0,2.0,38.0,0.0,1.0,0.05,22.18,110.91
vid_1131070,channel_10007,YouTube,2025-12-25,4,26,Short,10294,10247.0,10276.0,4613.42,4593.0,4605.0,103.0,0.0,5.0,29.0,0.0,1.05,0.05,26.89,103.42
vid_1130766,channel_6013,YouTube,2025-12-25,12,18,Short,631,599.0,623.0,250.66,240.0,249.0,13.0,0.0,0.0,3.0,0.0,2.06,0.03,23.83,132.41
vid_1130922,channel_6013,YouTube,2025-12-25,8,28,Short,4234,4204.0,4229.0,1881.85,1872.0,1880.0,46.0,1.0,0.0,12.0,0.0,1.11,0.09,26.67,95.24
vid_1132213,channel_6013,YouTube,2025-12-25,10,22,Short,4084,4050.0,4078.0,1426.65,1414.0,1425.0,45.0,0.0,1.0,12.0,0.0,1.13,0.06,20.96,95.27
vid_1129927,channel_7184,YouTube,2025-12-25,13,21,Short,23894,18385.0,23780.0,10227.86,7990.0,10113.0,238.0,0.0,5.0,109.0,0.0,1.02,0.08,25.68,122.3
vid_1131590,channel_5774,YouTube,2025-12-25,6,19,Short,1584,1544.0,1560.0,593.02,582.0,587.0,13.0,1.0,0.0,1.0,0.0,0.88,0.04,22.46,118.23
vid_1130028,channel_4501,YouTube,2025-12-25,1,16,Short,761,713.0,718.0,294.88,283.0,284.0,20.0,0.0,0.0,0.0,0.0,2.63,0.16,23.25,145.31
vid_1126771,channel_4645,YouTube,2025-12-25,1,28,Short,325,323.0,325.0,153.7,153.0,154.0,13.0,0.0,0.0,0.0,0.0,4.0,0.12,28.38,101.34
vid_1129898,channel_5047,YouTube,2025-12-25,11,14,Short,254,247.0,251.0,91.79,90.0,91.0,6.0,0.0,0.0,0.0,0.0,2.36,0.04,21.68,154.88
vid_1130269,channel_5047,YouTube,2025-12-25,13,25,Short,783,775.0,782.0,289.98,288.0,289.0,7.0,1.0,0.0,6.0,0.0,1.02,0.15,22.22,88.88
vid_1132378,channel_5047,YouTube,2025-12-25,9,20,Short,4652,4563.0,4589.0,1983.93,1945.0,1957.0,46.0,0.0,0.0,10.0,0.0,0.99,0.09,25.59,127.94
vid_1128256,channel_5047,YouTube,2025-12-25,11,22,Short,1772,1764.0,1770.0,674.54,670.0,674.0,13.0,0.0,0.0,2.0,0.0,0.73,0.08,22.84,103.82
vid_1121691,channel_4796,YouTube,2025-12-25,1,37,Short,2258,2251.0,2258.0,1174.91,1172.0,1175.0,66.0,1.0,0.0,3.0,0.0,2.97,0.25,31.22,84.38
vid_1130598,channel_10353,YouTube,2025-12-25,12,1341,Production,1499,1352.0,1465.0,9001.1,8239.0,8901.0,23.0,0.0,3.0,1.0,2476.0,1.73,4.56,360.28,26.87
vid_1122386,channel_8416,YouTube,2025-12-24,18,56,Short,25523,11416.0,24697.0,11344.44,5326.0,11087.0,39.0,0.0,2.0,8.0,0.0,0.16,0.01,26.67,47.62
